ID,KARMA,CREATED,SUBMISSIONS
0xdeadbeefbabe,294,1368460202,380
27182818284,1507,1215374975,1086
300bps,4416,1367865785,894
616c,1208,1355060664,476
8ig8,2235,1276971819,565
ANTSANTS,2341,1346073937,637
Aardwolf,1348,1347787789,724
Aaronneyer,208,1323499713,74
AceJohnny2,1329,1316559292,337
Aldo_MX,661,1363402871,338
Alupis,1277,1400030400,1047
AlyssaRowan,850,1401661586,371
Animats,3751,1410156919,934
AnthonyMouse,4402,1333120512,1847
Bahamut,1163,1375545968,700
Beltiras,258,1338392349,151
BigChiefSmokem,153,1330841012,100
Blackthorn,287,1400303399,112
BoppreH,1537,1268791243,552
BrianEatWorld,238,1339622078,144
Cakez0r,200,1337548320,130
CamperBob2,5031,1336344732,2265
CapitalistCartr,4409,1254623962,831
ChuckMcM,40306,1286399595,8447
CmonDev,1286,1374664896,1487
Confusion,7116,1237877343,2249
CptMauli,11,1249015534,20
CyberShadow,204,1245584036,65
DCoder,310,1257147793,160
DanBC,25508,1316712157,10789
DennisP,3002,1190414133,1456
Detrus,758,1270921099,507
DiabloD3,9447,1284316408,1837
DonHopkins,233,1397409739,293
DubiousPusher,34,1408472650,25
Dylan16807,4636,1265294771,3413
EGreg,3288,1206622687,2340
EliRivers,2450,1264112211,970
Eric_WVGG,160,1382532791,62
EvanAnderson,855,1329839642,237
FLUX-YOU,247,1372005193,197
FireBeyond,1986,1308894996,944
Florin_Andrei,2478,1289524417,1180
ForHackernews,5106,1382022801,914
FrankenPC,238,1369061471,137
GFK_of_xmaspast,1042,1387519891,849
GFischer,2757,1262195053,2025
GabrielF00,2666,1349355627,250
Gracana,911,1388332258,400
HCIdivision17,892,1327628596,363
Hansi,293,1350388605,138
Hermel,473,1276275907,157
HeyLaughingBoy,2961,1206375574,1803
Houshalter,2400,1345660810,2041
Htsthbjig,571,1398678818,221
IBM,1916,1382402003,354
Igglyboo,1281,1392845652,700
IgorPartola,7459,1258663242,2460
IvyMike,3592,1236709928,721
JDiculous,20,1413589772,20
JabavuAdams,4269,1214573606,1496
JasonCEC,132,1387866547,43
JoachimS,665,1371649297,99
JoachimSchipper,5683,1254347939,2406
JoeAltmaier,6184,1255899679,5419
Joeboy,1746,1259450185,711
JonnieCache,14800,1284370891,3423
JoshTriplett,9035,1264446488,2355
Jtsummers,2296,1254839344,944
JulianMorrison,4304,1189176257,1521
Jweb_Guru,219,1396048617,104
Kalium,397,1298576149,326
Karunamon,7930,1302558072,3086
Kenji,314,1389115132,144
KhalilK,1727,1393353677,317
Kiro,2628,1328401906,1905
LLWM,-17,1411139451,125
Lambdanaut,562,1305244485,223
LeoPanthera,450,1398962838,168
MHordecki,112,1241202211,42
Mahn,786,1348930840,393
Mangalor,43,1396758658,62
MarkPNeyer,1310,1254426238,368
Maxious,2327,1242253713,441
MaysonL,11562,1200946696,3155
MichaelGG,7353,1266705139,3105
Mikeb85,2289,1366939411,1050
MrDom,97,1409929072,117
NAFV_P,438,1374940743,684
NamTaf,1166,1354073319,344
Natsu,6514,1274689291,2726
Nekorosu,93,1364922666,84
NhanH,430,1360888947,243
ObviousScience,522,1406368550,218
Ollinson,42,1412464807,29
Omniusaspirer,225,1395070239,122
PeterWhittaker,701,1240833731,460
PeterisP,3438,1314867565,1755
PhasmaFelis,3931,1373349115,1102
ProAm,456,1378244014,256
PublicEnemy111,94,1374607181,55
PythonicAlpha,812,1383324108,484
Quequau,133,1319621712,78
Rafert,128,1368179152,29
Raphmedia,634,1372270872,326
Rapzid,322,1392514645,300
Razengan,5,1413143347,6
Retric,10847,1190391118,6343
Roboprog,881,1275445272,858
RockyMcNuts,3216,1274575004,544
RogerL,1633,1370804549,497
RussianCow,300,1369530435,172
S4M,1821,1310761128,696
SG-,382,1340868113,190
STRML,847,1346604197,245
SamReidHughes,1329,1186242958,851
ScottBurson,4256,1283220040,1677
Shebanator,100,1300931340,49
Shinkei,571,1351318602,150
Shivetya,5008,1317901227,1657
Silhouette,6771,1238887875,2367
SixSigma,1027,1390596060,729
SloopJon,126,1384526653,69
Someone,5113,1202503067,3079
Spooky23,4304,1337867868,1575
SwellJoe,17635,1171927404,4321
Symmetry,6766,1271512372,2217
TD-Linux,400,1391143615,183
Taek,273,1374030693,109
TeMPOraL,7910,1280220865,3593
Terr_,622,1384987147,377
TheDong,188,1409192273,60
TheOtherHobbes,387,1400253679,286
TheSwordsman,1078,1339510361,81
Tiksi,132,1371050891,46
TillE,4157,1294139552,1261
Too,872,1317974287,487
Torgo,1182,1332951308,388
Touche,2825,1378904282,1363
Turing_Machine,3659,1275083321,1501
Twirrim,127,1280281795,68
TylerE,3775,1307458570,1476
UrMomReadsHN,256,1408144087,260
VLM,6444,1335704205,3678
Wilya,2330,1305547317,485
X-Istence,4603,1266468729,1874
XorNot,2144,1358897873,1277
Zigurd,4575,1307327198,2557
Zikes,4915,1326408406,1200
_delirium,33529,1264740195,8745
_nullandnull_,327,1375282756,63
_random_,1037,1373653437,1037
_yosefk,406,1349527334,138
a8da6b0c91d,771,1374342475,598
aDevilInMe,126,1326647801,43
aatish,2143,1350058496,65
ableal,3333,1237225279,1381
abraham,16102,1240707128,1831
acdha,3159,1207940985,1361
acomjean,474,1331916964,324
adamnemecek,16542,1311408287,2145
adamtj,632,1234458907,209
adekok,304,1328169740,68
adrusi,447,1305073809,231
adventured,10359,1352969597,2736
aetherson,1287,1353432219,423
agumonkey,4539,1318171413,2203
ahomescu1,916,1342217360,553
aidenn0,3969,1226597928,1991
aidos,1913,1291378226,748
ajani,1382,1332295170,72
ak217,1947,1300647494,378
akerl_,4032,1388776524,628
alecco,5495,1218493222,1601
alex_duf,149,1385674038,87
alexatkeplar,555,1313311186,270
alwillis,352,1285362265,242
amirmc,8647,1249050242,1517
ams6110,10154,1235934045,4581
analog31,1283,1373818743,672
andreasvc,1107,1229983239,936
andrewfong,2080,1191950712,454
andybak,4520,1241629402,1167
angersock,12478,1316617466,4097
anigbrowl,36222,1240107667,11623
anonbanker,207,1388266087,328
ansible,834,1286289891,450
antihero,2697,1295169758,1473
antman,1536,1338061783,187
anvarik,297,1379595515,28
ap22213,1258,1304435814,407
apaprocki,3228,1306843928,810
ape4,418,1370459386,411
api,11208,1191540985,2416
apricot,37,1401416182,22
aresant,12167,1221105438,1589
arethuza,14112,1237799878,5157
arfliw,47,1391426752,96
arjie,1178,1359574557,481
arohner,2339,1205958555,547
ars,15767,1215505101,6547
at-fates-hands,2396,1339001337,1143
atmosx,2231,1360059049,1374
atomical,1690,1279303915,475
avinassh,360,1403176152,114
avn2109,360,1355025767,213
ayrx,663,1401034638,151
b6,640,1303999155,152
bad_user,13735,1221496613,4430
baddox,11901,1203232489,5913
bagels,382,1366265518,169
baldfat,546,1339209017,429
bambax,4888,1212569416,1245
bane,28724,1294545378,6269
baq,1029,1258806822,486
barrkel,15820,1172962522,4133
bayesianhorse,1381,1361312324,957
beachstartup,2186,1362005662,864
bediger4000,1128,1332472758,733
beloch,4214,1264484592,545
belorn,5223,1331589271,1748
bhauer,4411,1326328889,894
bhouston,1624,1366032724,509
bigtunacan,201,1377109610,158
biot,5795,1289278281,1847
bitL,352,1353002434,180
bjourne,1728,1342732534,658
bkeroack,429,1398962514,197
blacksmith_tb,159,1293571286,131
bluedino,2515,1361823207,1111
bluthru,1185,1337567358,438
bmh100,37,1297649268,69
bobcostas55,124,1399473833,74
bpicolo,213,1360613326,177
bra-ket,1299,1359080965,286
brador,2208,1316187381,1111
brandnewlow,6603,1213817409,1627
brazzy,5063,1251742842,1766
brc,4180,1206226950,1809
briandear,1788,1301358292,1033
brohee,530,1308671916,238
bruceb,645,1347475040,320
brudgers,13955,1274637385,5885
bryanlarsen,6673,1279021729,1950
bsaul,1153,1311517042,602
bshimmin,850,1382798277,277
bsimpson,1800,1313124623,616
btown,903,1330128932,370
bvrlt,93,1308426605,36
cageface,11712,1235888573,3079
caio1982,2273,1331503893,176
calibraxis,2100,1272144153,762
calinet6,4942,1329173573,1344
carlio,128,1217963621,76
cbd1984,754,1405813445,460
cbhl,1425,1314029776,857
ch0wn,3828,1260729718,578
chc,14563,1271107560,5304
chiph,2018,1340899173,997
chippy,2273,1305211394,645
chmars,4252,1312647282,877
choppaface,67,1286046681,24
chris_wot,8471,1334118263,3251
chrisbennet,872,1244951952,627
chrisseaton,405,1375622685,178
chroma,807,1275472689,167
chromaton,150,1365831928,102
click170,1332,1246912273,524
clockwerx,25,1347038111,26
cnvogel,972,1252440047,395
codereflection,422,1303876986,213
codexon,2644,1244618231,988
coding4all,171,1410594137,94
colanderman,4113,1223929658,1474
coldcode,2461,1364433640,1016
coldtea,13313,1360252032,5727
colinbartlett,1960,1338921329,428
colomon,976,1239661560,471
colordrops,253,1353671490,114
comboy,190,1264150298,103
comex,6219,1271286713,1342
comrade1,202,1371197177,132
conductor,7303,1286716200,819
contingencies,2628,1352766168,1872
corin_,8819,1274656505,3061
cortesoft,790,1270579996,197
cottonseed,2180,1314042313,332
cowsandmilk,808,1208835520,232
crdoconnor,1530,1302234719,812
crpatino,446,1225384067,470
crucialfelix,493,1346597230,298
csours,73,1343448715,73
ctdonath,7207,1285641955,2622
cturhan,147,1326935437,88
cturner,3181,1187509392,1254
curiousDog,580,1332568534,237
curiously,402,1412378917,215
cwyers,1281,1386985883,477
cyphunk,465,1337851982,280
d23,1223,1345748690,497
dagw,7596,1244993186,2646
daigoba66,2001,1339359632,413
dalke,4769,1258321589,3011
damon_c,395,1318257964,212
dan1234,1649,1315662330,390
danabramov,1796,1328314403,436
danellis,642,1304477907,352
dangrossman,14780,1206022569,4347
danieldk,6050,1277820886,1530
danielhunt,1101,1290185042,164
dankohn1,292,1316534883,56
danmaz74,4019,1302549259,1439
danohuiginn,1278,1196698694,327
dantiberian,1525,1308747400,174
darkmighty,556,1368939911,361
davexunit,2139,1365608502,524
davidw,38784,1171923925,11294
dazbradbury,2391,1314644472,586
db48x,104,1311193026,72
dbaupp,5796,1326767613,1209
deet,58,1327095340,32
delinka,2896,1290176499,1147
deong,582,1295518204,262
derefr,12555,1188169901,4319
desdiv,546,1409912480,214
devin,722,1186507651,248
dfabulich,293,1265147734,53
dharma1,165,1274058459,198
digi_owl,303,1411501050,371
diminoten,1876,1242396785,1625
dingaling,937,1378461101,493
discardorama,1194,1372876292,366
djur,1021,1334005535,419
dkarapetyan,1247,1396257788,482
dmethvin,2445,1266618671,403
dmm,2535,1202058388,763
dnetesn,9890,1403193406,1091
dnohr,112,1411784443,17
dogecoinbase,222,1390604055,67
dopamean,1173,1345353440,355
dorfsmay,214,1350855656,191
dragonwriter,13970,1353015651,7347
drawkbox,2305,1182176159,962
drcode,3724,1172080007,1088
drdaeman,1956,1281973423,1264
dreamweapon,1108,1401817779,381
drivingmenuts,1290,1264391916,808
drt,33,1390876980,20
drzaiusapelord,5029,1299515238,1142
dscrd,608,1337416756,365
dynsrv,-7,1413820877,3
dzhiurgis,197,1323135025,286
e40,2287,1181524598,757
ealexhudson,720,1313055517,123
edw519,72134,1172021404,8700
ekimekim,124,1352444076,94
ekr,88,1359299634,78
electromagnetic,4515,1214759989,2298
eli_gottlieb,4385,1294702186,3014
elliotec,21,1390457513,17
elliott34,52,1334720187,49
elpachuco,54,1355669732,47
emsy,254,1396850468,163
encoderer,3860,1241636040,1549
enneff,11085,1233095015,1340
enraged_camel,7074,1331447537,1973
enupten,181,1353872030,150
epistasis,1968,1294437051,519
ericd,5792,1257663682,2068
eridal,327,1369443236,194
eridius,4098,1241762024,1530
erikb,615,1245702920,669
esfandia,28,1312427495,18
eswat,488,1243426674,266
evanb,756,1328701052,157
exDM69,4470,1265129801,1224
experimental-,13,1413392077,19
facepalm,635,1391039860,636
facorreia,1181,1218296359,490
falcolas,2962,1289424572,1040
falsestprophet,3058,1172354555,1123
fapjacks,129,1401330582,78
fdb,1247,1172059307,164
fdsary,54,1393984633,68
felixgallo,153,1367627981,131
fiatjaf,225,1338460542,549
fidotron,3576,1315438705,829
fit2rule,1288,1381501721,1052
fleitz,11926,1237264166,4007
foobarian,487,1334188249,237
foolinaround,36,1392561986,32
fpgaminer,155,1364844339,57
freehunter,7513,1320848029,3632
frik,1507,1372507416,806
frozenport,1708,1345282247,1252
fsloth,445,1370349031,265
gadders,2899,1297351998,1617
gaius,22104,1211383539,8230
gambiting,2270,1345850439,978
gdubs,1451,1326052831,443
geocar,532,1210170534,218
geographomics,407,1408300289,117
ghshephard,15757,1206352714,3753
girvo,4294,1338430828,1938
gknoy,1405,1344443520,763
gkoberger,9038,1225702916,730
gnoway,412,1357310612,244
goeric,60,1291422054,48
gojomo,22573,1172307574,6354
gone35,582,1390948725,250
graeme,3494,1318300340,1104
graup,44,1342539193,37
graycat,1049,1360792350,1059
grecy,6266,1309891076,1954
greenyoda,6429,1287369331,2330
gregd,1081,1291119073,317
gst,2603,1276607066,580
gtirloni,728,1304218887,429
gtrubetskoy,414,1356715076,78
guard-of-terra,4143,1302851702,2587
gwern,13614,1239226436,3287
hackuser,888,1396465457,426
hahainternet,1238,1305919810,616
halayli,773,1252950861,420
harryh,3141,1266690388,950
hderms,70,1338818905,77
henrikschroder,3546,1255108684,937
hga,8470,1191150539,6060
higherpurpose,3519,1389389460,2090
hollerith,3060,1194153114,1705
hueving,999,1389683132,639
iancarroll,875,1367026539,584
ianlevesque,629,1255467279,190
icantthinkofone,10,1349966188,333
icebraining,15105,1307959061,7976
icpmacdo,391,1359503595,193
ics,1609,1360470131,456
illumen,1477,1227246597,768
im3w1l,838,1299958016,739
indrax,671,1189992155,268
ingenieros,59,1395005222,19
intopieces,234,1361555183,110
iopq,516,1348990840,420
izacus,546,1362256833,175
jMyles,538,1319323004,267
jacalata,2086,1302568776,1013
jacquesm,85618,1228598598,20613
jafaku,371,1369848387,459
jafingi,17,1398754265,14
jamii,2319,1226959133,769
jandrewrogers,2388,1326302728,362
jarcane,1004,1406541397,203
jarin,7046,1257592958,1862
jarjoura,418,1296978260,152
javert,3463,1210571919,2125
jawns,4150,1285701151,619
jbrooksuk,733,1350029204,694
jcfrei,1556,1287164480,540
jcheng,312,1274299655,120
jchrisa,2691,1228876969,693
jedberg,7416,1174720190,1353
jeena,967,1359665170,213
jeffdavis,2318,1285456375,893
jeffreyrogers,1470,1394248266,311
jerf,34081,1223923906,7103
jessaustin,5988,1350409718,2766
jgrahamc,47732,1183410227,4395
jheriko,813,1240409386,850
jimktrains2,1237,1298922752,784
jjoonathan,2805,1342543161,787
jlarocco,2742,1311318776,876
jmilloy,944,1289363575,293
joeblau,1597,1326293024,970
joelthelion,1230,1171978693,443
joesmo,906,1390515583,357
joezydeco,8210,1242251764,3233
john2x,313,1273295567,213
johnchristopher,1319,1311344710,823
johnpowell,313,1321465012,193
jokoon,193,1365333659,678
jonsterling,230,1274747970,136
jordigh,2700,1341611009,556
josephlord,2579,1338282690,1468
josephpmay,824,1337647712,204
josu,636,1383653603,303
jpatokal,3922,1350261271,753
jqm,1043,1386984696,922
jrockway,46971,1179041148,13660
