SCORE,TITLE,BY,URL
29,1MB+ of HTTP overhead due to TowerData cookies,dsr12,http://bigqueri.es/t/1mb-of-http-overhead-due-to-towerdata-cookies/479
309,Adblock Plus is probably the reason Firefox and Chrome are such memory hogs,lelf,http://www.extremetech.com/computing/182428-ironic-iframes-adblock-plus-is-probably-the-reason-firefox-and-chrome-are-such-memory-hogs
92,The Wire in HD,danso,http://davidsimon.com/the-wire-hd-with-videos/
112,Many Android bugs with 500+ stars closed as obsolete,diafygi,https://code.google.com/p/android/issues/list?can=1&q=status:Obsolete&sort=-stars
14,Binaural Sound with the Web Audio API,kabla,http://blog.kaistale.com/?p=1428
24,Apollo 11 Flight Plan – Final [pdf],ColinWright,https://www.hq.nasa.gov/alsj/a11/a11fltpln_final_reformat.pdf
1,CodeNow (YC W14) Nonprofit Is Hiring a Director of Corporate Partnerships,seashore,http://codenow.org/director-corporate-partnerships/
38,The Worst Journalism of 2014,samclemens,http://www.cjr.org/darts_and_laurels/the_worst_journalism_of_2014.php?page=all
10,Solidarity against online harassment,dsr12,https://blog.torproject.org/blog/solidarity-against-online-harassment
72,Robdns – A fast DNS server based on C10M principles,sanxiyn,https://github.com/robertdavidgraham/robdns
15,Show HN: Download and inline Google web fonts from the command-line,mmastrac,https://github.com/mmastrac/webfont-dl
61,Functional Operating System and Security Protocol Engineering,mrry,http://decks.openmirage.org/31c3#/
133,31C3 Streaming: Saal 1 – SD Video,aestetix,http://streaming.media.ccc.de/saal1/
10,Sex and the Industrial Revolution,benbreen,http://historytoday.com/emma-griffin/sex-and-industrial-revolution
15,The Software Scientist,carljoseph,http://www.evanmiller.org/the-software-scientist.html
211,Slow flexible and cheap: Six years of development to create a rubber hexagon,MichaelAO,https://medium.com/dome-kit/slow-flexible-cheap-5598ca91fb38
51,Self-Hosting Google Web Fonts,majodev,http://ranf.tl/2014/12/23/self-hosting-google-web-fonts/
44,Fernvale: An Open Hardware and Software Platform,zdw,https://events.ccc.de/congress/2014/Fahrplan/events/6156.html
15,Patients do better when cardiologists are away at academic meetings,lelf,http://theincidentaleconomist.com/wordpress/patients-do-better-when-cardiologists-are-away-at-academic-meetings/
11,The Real-time Web: How to Get Millisecond Updates with REST,jwatte,http://engineering.imvu.com/2014/12/27/the-real-time-web-in-rest-services-at-imvu/
13,Statisticians in World War II,mlla,http://www.economist.com/news/christmas-specials/21636589-how-statisticians-changed-war-and-war-changed-statistics-they-also-served
253,Selling to the Fortune 500 Government and Other Lovecraftian Horrors,zeeshanm,https://training.kalzumeus.com/newsletters/archive/enterprise_sales
75,Woo: Fast HTTP Server in Common Lisp,momo-reina,https://github.com/fukamachi/woo
16,Quantum Random Number Generator Created Using a Smartphone Camera,lelf,https://medium.com/the-physics-arxiv-blog/quantum-random-number-generator-created-using-a-smartphone-camera-602f88552b64
10,Audio fingerprint database creation and query,jcr,http://labrosa.ee.columbia.edu/matlab/audfprint/
66,Philip K. Dick: A Visionary Among the Charlatans (1975),pmoriarty,http://www.depauw.edu/sfs/backissues/5/lem5art.htm
3,Show HN: Online journal webapp with highlight text ability,andrewjcasal,http://reflectupon.net
46,Downtown is for People (1958),wallflower,http://fortune.com/2011/09/18/downtown-is-for-people-fortune-classic-1958/
276,Cello – Higher Level Programming in C,denysonique,http://libcello.org/
56,Visual problems besetting Android's Lollipop,edent,https://shkspr.mobi/blog/2014/12/do-all-google-employees-have-perfect-eyesight/
44,Deterministic Lockstep for Networked Games,GuiA,http://gafferongames.com/networked-physics/deterministic-lockstep/
36,Legacy PC design misery (2009),JoshTriplett,https://mjg59.livejournal.com/118098.html
94,Demolished: The End of Chicago's Public Housing,_nullandnull_,http://apps.npr.org/lookatthis/posts/publichousing/
177,Learning Curves for Different Programming Languages,linhmtran168,https://github.com/Dobiasd/articles/blob/master/programming_language_learning_curves.md
45,Bournegol – Algol-like dialect of C used to write the original Bourne shell,carljoseph,http://oldhome.schmorp.de/marc/bournegol.html
91,Internal Versus External BLOBs in SQLite,raphaelj,https://www.sqlite.org/intern-v-extern-blob.html
3,When rational thinking is correlated with intelligence the correlation is modest,lkrubner,http://www.scientificamerican.com/article/rational-and-irrational-thought-the-thinking-that-iq-tests-miss/
106,Sandy bridge Ivy bridge Haswell and the mess of Intel processors feature list,shodanshok,http://www.ilsistemista.net/index.php/hardware-analysis/39-sandy-bridge-ivy-bridge-haswell-and-the-mess-of-intel-processors-feature-list.html
23,Show HN: Scroll – Search or share articles with clean view,lukastsai,https://getscroll.com
129,Unexpected Life Found in the Ocean's Deepest Trench,benbreen,http://www.npr.org/blogs/thetwo-way/2014/12/25/372894314/unexpected-life-found-in-the-oceans-deepest-trench
132,Great Quotes,jeremynixon,http://paulgraham.com/quo.html
145,JavaScript Equality Table,antoinec,http://dorey.github.io/JavaScript-Equality-Table/
77,Inferno OS,pmoriarty,http://c2.com/cgi/wiki?InfernoOs
221,Ask HN: How do you stay motivated to work on side projects?,sciguy77,
3,Ask HN: How to use small chunks of time productively,AndrewKemendo,
25,How David McCandless makes beautiful visualizations that go viral,gk1,http://www.vox.com/2014/12/26/7446733/data-visualization
143,The Death of Agile [video],StylifyYourBlog,http://www.thoughtworks.com/talks/the-death-of-agile
4,HiScore: Create sophisticated scoring functions,aothman,https://github.com/aothman/hiscore
22,Debugging walkthrough: Access violation on nonsense instruction,luu,http://blogs.msdn.com/b/oldnewthing/archive/2014/12/26/10583035.aspx
93,Using the Quick Raise of Matrices to a Power to Write a Fast Interpreter,skazka16,http://kukuruku.co/hub/algorithms/using-the-quick-raise-of-matrices-to-power-to-write-a-very-fast-interpreter-of-a-simple-programming-language
34,Hardware Acceleration of Key-Value Stores [pdf],StylifyYourBlog,http://zhehaomao.com/papers/memcached-fpga-accel.pdf
32,First Time,colinprince,http://phk.freebsd.dk/time/20141212.html
71,The Bipolar Lisp Programmer,auvi,http://www.lambdassociates.org/blog/bipolar.htm
3,Where can blockchain technology take us? [video],jarsin,https://www.youtube.com/watch?v=wczMKASQk6s&list=UUhtICzF0ZEhhgoMA8YWhULw
28,Why Deployment Freezes Don't Prevent Outages,jsnell,http://www.xaprb.com/blog/2014/11/29/code-freezes-dont-prevent-outages/
163,Hackers Who Shut Down PSN and Xbox Live Now Attacking Tor,conover,http://gizmodo.com/hackers-who-shut-down-psn-and-xbox-live-now-attacking-t-1675331908
247,Show HN: Initial release of H2O and why HTTPD performance will matter in 2015,kazuho,http://blog.kazuhooku.com/2014/12/ann-initial-release-of-h2o-and-why.html
