SCORE,TITLE,BY,URL
146,The Bitcoin Piñata,amirmc,http://ownme.ipredator.se
73,An Exemption to the DMCA Would Let Game Fans Keep Abandoned Games Running,CapitalistCartr,https://www.eff.org/let-game-fans-keep-abandoned-games-running
86,Why reading a book 100 times is a great idea,benbreen,http://www.theguardian.com/books/2015/feb/09/centireading-force-reading-book-100-times-great-idea
68,Joyent Moves to Establish Node.js Foundation,nifoc,http://www.joyent.com/about/press/joyent-moves-to-establish-nodejs-foundation
303,Automating Tinder with Eigenfaces,signa11,http://crockpotveggies.com/2015/02/09/automating-tinder-with-eigenfaces.html
11,Anthem Breach May Have Started in April 2014,wglb,http://krebsonsecurity.com/2015/02/anthem-breach-may-have-started-in-april-2014/
262,Boston Dynamics' New Robot – Spot,mhb,https://www.youtube.com/watch?v=M8YjvHYbZ9w/#
147,Building and Running .NET’s CoreCLR on OS X,xvirk,http://praeclarum.org/post/110552954728/building-and-running-nets-coreclr-on-os-x
58,Prometheus on Raspberry Pi,discordianfish,http://5pi.de/2015/02/10/prometheus-on-raspberry-pi/
121,84% of a single-threaded 1KB write in Redis is spent in the kernel,antics,http://blog.nullspace.io/kernel-latency.html
174,Defending GCC considered futile,ekianjo,https://lists.gnu.org/archive/html/emacs-devel/2015-02/msg00457.html
6,ClojureScript Stacktraces for JavaScriptCore,sgrove,http://blog.fikesfarm.com/posts/2015-02-09-clojurescript-stacktraces-for-javascriptcore.html
530,I Am Releasing Ten Million Passwords,m8urn,https://xato.net/passwords/ten-million-passwords/
5,Just-in-time packager for GitHub repositories,jitpack,https://www.jitpack.io
15,Show HN: Raspberry Pi Temperature Sensor Project,dwiechert,https://github.com/DWiechert/pi-temperature
10,It's Surprisingly Simple to Get Your House Off Google Street View,claywm,http://www.bloomberg.com/news/articles/2015-02-10/it-s-surprisingly-simple-to-get-your-house-off-google-street-view
103,Reapp – hybrid apps fast,epaga,http://reapp.io
91,Several thousand MongoDBs without access control on the Internet [pdf],ifcologne,http://cispa.saarland/wp-content/uploads/2015/02/MongoDB_documentation.pdf
333,Google Play Store: Browsing with Firefox is no longer supported on Android,gphilip,
26,Water + salt = 8 hours of light,lisper,http://www.salt.ph/
1,Close.io (YC W11) Is Hiring Support Specialists,SteliE,https://docs.google.com/document/d/14uXOtkHK64zG7DBULsj2lMICZttYi0ZoJ22Tk8ds8pM/pub
73,Why DNS in OS X 10.10 is broken and what you can do to fix it,xvirk,http://arstechnica.com/apple/2015/01/why-dns-in-os-x-10-10-is-broken-and-what-you-can-do-to-fix-it/
68,A Brief Overview of Deep Learning,tim_sw,http://yyue.blogspot.com/2015/01/a-brief-overview-of-deep-learning.html?m=1
8,Warehouse Computing and the Evolution of the Datacenter: A Layman's Guide,lennypruss,http://lennypruss.co/post/110633066423/warehouse-computing-and-the-evolution-of-the
65,Show HN: Browse recently expired pronounceable domain names,TheMask01,http://domaininferno.com/
71,BASIC Computer Games (1978),orjan,http://www.vintage-basic.net/games.html
81,We Need to Break the Mobile Duopoly,r0h1n,http://a16z.com/2015/02/09/third-mobile-os-3/
97,PeerVPN – Open-source peer-to-peer VPN,codexon,http://www.peervpn.net/
249,Has modern Linux lost its way? Some thoughts on Jessie,fpgeek,http://changelog.complete.org/archives/9299-has-modern-linux-lost-its-way-some-thoughts-on-jessie
38,Cuwire – Better microcontroller IDE,zdw,http://apla.github.io/cuwire/
4,Passing as Black,strukturedkaos,http://donpottinger.net/blog/2015/02/10/passing-as-black.html
133,The Island Where People Forget to Die,ridgewell,http://www.nytimes.com/2012/10/28/magazine/the-island-where-people-forget-to-die.html?pagewanted=all
24,High Frequency Dating (2013),eatitraw,http://robrhinehart.com/?p=1005
30,How Henry Cavendish Used a Wire to Measure a Tiny Force of Gravity,adenner,http://www.scientificamerican.com/article/how-henry-cavendish-used-a-wire-to-measure-a-tiny-force-of-gravity/
33,The software errors that made NATS close UK airspace 2014-12-12 [pdf],parados,http://www.caa.co.uk/docs/2942/v3%200%20Interim%20Report%20-%20NATS%20System%20Failure%2012%20December%202014.pdf
23,New agency to sniff out threats in cyberspace,Animats,http://www.washingtonpost.com/world/national-security/white-house-to-create-national-center-to-counter-cyberspace-intrusions/2015/02/09/a312201e-afd0-11e4-827f-93f454140e2b_story.html
22,Syntex: Syntax Extensions for Rust 1.0,adamnemecek,http://erickt.github.io/blog/2015/02/09/syntex-syntex-extensions-for-rust-1-dot-0/
41,The Original Macintosh: Calculator Construction Set,jumpcut,http://www.folklore.org/StoryView.py?project=Macintosh&story=Calculator_Construction_Set.txt
26,The Obfuscated Fibonacci; Or a Curious Connection in Computation,lelf,http://statusfailed.com/blog/2015/01/27/obfuscated-fibonacci.html
7,Custodians of PHP vote to keep a crypto lib abandoned in 2003 in PHP 7,DarwinIsGod,http://thefsb.tumblr.com/post/110639027905/custodians-of-php-vote-to-keep-a-crypto-lib
16,LookFor – Find friends instantly with the world’s dumbest app…seriously,loganknowitall,http://www.lookfor.cl
1,Teespring YC W13 Quality Assurance Tester,estitesc,
14,Learn How to Prevent Eye Strain,mewview,http://www.ocushield.com/#!Preventing-eye-strain-top-10-tips-for-busy-professionals/c1bsc/770B5360-CB8F-442D-BAF6-0ECEE839A2EC
67,Stripe refusing access to cards have a contact so we can avoid a public post?,bwb,
31,Project Orion (nuclear propulsion),shaaaaawn,http://en.wikipedia.org/wiki/Project_Orion_(nuclear_propulsion)
9,FBI really doesn’t want anyone to know about “stingray” use by local cops,diafygi,http://arstechnica.com/tech-policy/2015/02/fbi-really-doesnt-want-anyone-to-know-about-stingray-use-by-local-cops/
29,Kenji Ekuan industrial designer of bullet trains and soy bottles has died,bootload,http://www.theguardian.com/world/2015/feb/10/kenji-ekuan-industrial-designer-of-bullet-trains-and-soy-bottles-dies
8,Clear Proof Obama's Surveillance Oversight Board Is a Pathetic Sideshow,marcusgarvey,http://www.alternet.org/print/news-amp-politics/clear-proof-obamas-surveillance-oversight-board-pathetic-sideshow
60,How Spelling Keeps Kids From Learning,rangibaby,http://www.theatlantic.com/education/archive/2015/02/how-the-english-language-is-holding-kids-back/385291/?single_page=true
12,Amber: a server-side plugin to keep links working on blogs and websites,sygma,http://amberlink.org
32,“Titan Is Staying”,espeed,https://groups.google.com/d/topic/aureliusgraphs/WTNYYpUyrvw/discussion
19,Show HN: Loopy Messenger – Communicate with Drawings,boulevard,http://www.loopymessenger.com
386,$500k of Azure credit for YC startups,sadfaceunread,http://blog.ycombinator.com/$500k-of-azure-credit-for-yc-startups
18,Show HN: Create your personal website with just one click,dittes,https://brandme.io/
72,Instruction Synthesis Is Fun and Weird,luu,http://blog.regehr.org/archives/1219
1,Experiment is hiring a product designer,dluan,https://experiment.com/jobs/designer
9,Show HN: Mail a Dickbutt – Send a Dickbutt to Anyone in the World,sc00ty,https://mailadickbutt.com/
417,Hello HTTP/2 Goodbye SPDY,Nimi,http://blog.chromium.org/2015/02/hello-http2-goodbye-spdy-http-is_9.html
128,Programmer proverbs,staltz,http://futurice.com/blog/programmer-proverbs
5,Buy our app Genius Scan+ and fund medical treatments through Watsi,bvrlt,http://thegrizzlylabs.com/watsi
14,Show HN: Non-app Mockup brainstorm your app ideas on paper (weekend project),pmzy,https://www.non-app.com/mockup/
67,A Coq development of a theory of lightweight cryptographic ledgers,kushti,https://github.com/billlwhite/ledgertheory
20,GoDaddy is about to buy Nodejitsu,treitnauer,http://venturebeat.com/2015/02/09/godaddy-nodejitsu
7,Experiments Get Underway on Novel Nuclear Reactor,atomatica,http://www.technologyreview.com/news/535021/experiments-start-on-a-meltdown-proof-nuclear-reactor/
102,Apple's libc shells out to Perl to implement wordexp,devbug,https://github.com/Apple-FOSS-Mirror/Libc/blob/2ca2ae74647714acfc18674c3114b1a5d3325d7d/gen/wordexp.c#L192
8,PrettyBacktrace – A tool that pretties your Ruby exception backtrace,MrBra,https://github.com/ko1/pretty_backtrace
6,Io.js and a Node.js Foundation,craigkerstiens,https://medium.com/@iojs/io-js-and-a-node-js-foundation-4e14699fb7be
10,Installing Django on IIS: A Step-By-Step Tutorial,dselmanovic,http://www.toptal.com/django/installing-django-on-iis-a-step-by-step-tutorial
82,China fines Qualcomm $1B,jacobsimon,http://www.bloomberg.com/news/articles/2015-02-09/china-fines-qualcomm-975-million-sets-patent-licensing-rates
66,Another 34000 People Are About to Put Their Future in the Hands of an Algorithm,evanb,http://fivethirtyeight.com/features/another-34000-people-are-about-to-put-their-future-in-the-hands-of-an-algorithm/
55,The Classic Super Star Trek Game,ingler,http://www.almy.us/sst.html
3,How to encode 6 bits by flipping just 1 out of 64 random bits,happyscrappy,http://datagenetics.com/blog/december12014/index.html?
4,Generic progamming for Scala: shapeless 2.1.0 final released,milessabin,https://github.com/milessabin/shapeless/blob/master/notes/2.1.0.markdown
33,Be not brave,benbreen,http://aeon.co/magazine/philosophy/is-cowardice-a-form-of-bravery/
7,Voltera: Your Circuit Board Prototyping Machine,blemasle,https://www.kickstarter.com/projects/voltera/voltera-your-circuit-board-prototyping-machine
